ProteinId,base_Degree,base_LocalClustCoeff,protein_NumSubgroups,protein_AvgSubgroupSize,base_ComponentSize,base_ComponentEdgeNodeRatio,base_TriangleCount,stoich_WeightedTriangles,base_UniquePartners,stoich_ProtStoichSum,stoich_ProtAvgStoich,stoich_ProtMaxStoich,stoich_MedianRatio,stoich_RangeRatio,stoich_MinComplexSize,stoich_MaxComplexSize,stoich_AvgComplexSize,stoich_MedComplexSize,stoich_RangeComplexSize,protein_MinComplexNodes,protein_MaxComplexNodes,protein_AvgComplexNodes,protein_MedComplexNodes,protein_RangeComplexNodes,base_BetweennessCentrality,base_EigenvectorCentrality,base_KatzCentrality,protein_NormUniqueSum,protein_AvgUniqueRatio,protein_MaxUniqueRatio,protein_RangeUniqueRatio,protein_MedianUniqueRatio,base_AvgNeighbourDegree,stoich_AvgNeighbourDegreeStoich
P47755,1,0.0,0,0.0,3,0.6666666666666666,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.319505098280179e-230,0.006718214156863567,0.5,0.5,0.5,0.0,0.5,2.0,2.0
P54284,8,0.42857142857142855,0,0.0,11,2.909090909090909,16,27.93886528047306,7,1.8,0.225,0.25,0.225,0.04999999999999999,4,5,4.5,4.5,1,3,4,3.5,3.5,1,3.339439244137618e-06,3.011216448452973e-105,0.010026190821990832,2.333333333333333,0.29166666666666663,0.3333333333333333,0.08333333333333331,0.29166666666666663,12.666666666666668,11.333333333333332
O00305,8,0.42857142857142855,0,0.0,11,2.909090909090909,16,27.93886528047306,7,1.8,0.225,0.25,0.225,0.04999999999999999,4,5,4.5,4.5,1,3,4,3.5,3.5,1,3.3394392441376185e-06,3.011216448452973e-105,0.010026190821990832,2.333333333333333,0.29166666666666663,0.3333333333333333,0.08333333333333331,0.29166666666666663,12.666666666666668,11.333333333333332
O15504,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
O75694,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P12270,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P35658,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P37198,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P49790,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P52948,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P57740,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
P78406,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q12769,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q53GS7,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q5SRE5,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q7Z3B4,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8N1F7,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8NFH3,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8NFH4,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8NFH5,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8TEM1,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8WUM0,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q8WYP5,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q92621,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q96HA1,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q99567,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q9BTX1,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q9BVL2,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q9BW27,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q9NRG9,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q9UKX7,1,0.0,0,0.0,44,0.09090909090909091,435,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,31,31,31.0,31.0,0,0.0,1.5091211726236996e-122,0.007347962075323598,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,1.1333333333333333,0.0
Q6P179,1,0.0,0,0.0,2,0.5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,0.0
Q9NZ08,1,0.0,0,0.0,2,0.5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,0.0
Q13454,1,0.0,0,0.0,12,0.25,21,43.66827237527655,7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,8,8.0,8.0,0,0.0,3.7757575208792114e-143,0.006858146700132866,0.125,0.125,0.125,0.0,0.125,2.857142857142857,2.857142857142857
Q08379,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q9BQQ3,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q9NY47,8,0.42857142857142855,0,0.0,11,2.909090909090909,16,27.93886528047306,7,3.6,0.45,0.5,0.45,0.09999999999999998,4,5,4.5,4.5,1,3,4,3.5,3.5,1,3.3394392441376185e-06,3.011216448452973e-105,0.010026190821990832,2.333333333333333,0.29166666666666663,0.3333333333333333,0.08333333333333331,0.29166666666666663,12.666666666666668,12.666666666666668
Q8IZS8,8,0.42857142857142855,0,0.0,11,2.909090909090909,16,27.93886528047306,7,3.6,0.45,0.5,0.45,0.09999999999999998,4,5,4.5,4.5,1,3,4,3.5,3.5,1,3.3394392441376198e-06,3.011216448452973e-105,0.010026190821990832,2.333333333333333,0.29166666666666663,0.3333333333333333,0.08333333333333331,0.29166666666666663,12.666666666666668,12.666666666666668
P42261,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,4,4,4.0,4.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
P42262,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,4,4,4.0,4.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q7Z3S7,8,0.42857142857142855,0,0.0,11,2.909090909090909,16,27.938865280473063,7,3.5999999999999996,0.45,0.5,0.45,0.09999999999999998,4,5,4.5,4.5,1,3,4,3.5,3.5,1,3.33943924413762e-06,3.011216448452973e-105,0.010026190821990832,2.3333333333333335,0.29166666666666663,0.3333333333333333,0.08333333333333331,0.29166666666666663,12.666666666666668,12.666666666666668
Q9H334,3,0.3333333333333333,0,0.0,3,2.0,0,0.0,2,2.0,0.6666666666666666,1.0,0.5,0.5,2,2,2.0,2.0,0,1,2,1.6666666666666667,2.0,1,6.349174905673484e-07,2.3726247123292817e-209,0.007471416650847742,2.0,0.6666666666666666,1.0,0.5,0.5,3.0,3.0
O15409,3,0.3333333333333333,0,0.0,3,2.0,0,0.0,2,2.0,0.6666666666666666,1.0,0.5,0.5,2,2,2.0,2.0,0,1,2,1.6666666666666667,2.0,1,6.349174905673484e-07,2.3726247123292817e-209,0.007471416650847742,2.0,0.6666666666666666,1.0,0.5,0.5,3.0,3.0
O43734,6,0.06666666666666667,0,0.0,10,1.2,21,45.98978492560434,9,0.4,0.4,0.4,0.4,0.0,10,10,10.0,10.0,0,4,5,4.166666666666667,4.0,1,4.338602852210213e-06,1.46891011402955e-153,0.00898880271565366,1.45,0.24166666666666667,0.25,0.04999999999999999,0.25,3.7638888888888893,3.6944444444444446
Q16552,4,0.16666666666666666,0,0.0,10,1.2,9,19.775021196025975,4,2.25,0.5625,1.0,0.5,0.75,2,8,5.0,5.0,6,1,5,3.0,3.0,4,1.857133659909494e-06,7.000669328313387e-154,0.00799438611653498,1.95,0.4875,1.0,0.8,0.375,4.583333333333333,4.277777777777778
Q8NAC3,3,0.3333333333333333,0,0.0,10,1.2,12,26.366694928034633,4,0.75,0.25,0.25,0.25,0.0,8,8,8.0,8.0,0,4,5,4.333333333333333,4.0,1,1.1640153993734721e-07,8.417179734084276e-154,0.007680347016606227,0.7,0.2333333333333333,0.25,0.04999999999999999,0.25,5.222222222222221,4.666666666666667
Q96F46,6,0.06666666666666667,0,0.0,10,1.2,21,45.98978492560434,9,1.5333333333333332,0.25555555555555554,0.3333333333333333,0.25,0.1333333333333333,6,10,8.0,8.0,4,4,5,4.166666666666667,4.0,1,4.338602852210213e-06,1.46891011402955e-153,0.00898880271565366,1.45,0.24166666666666667,0.25,0.04999999999999999,0.25,3.7638888888888893,3.1111111111111107
Q96PD4,4,0.16666666666666666,0,0.0,10,1.2,9,19.775021196025975,4,2.25,0.5625,1.0,0.5,0.75,2,8,5.0,5.0,6,1,5,3.0,3.0,4,1.857133659909494e-06,7.000669328313387e-154,0.00799438611653498,1.95,0.4875,1.0,0.8,0.375,4.583333333333333,4.277777777777778
O43148,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q9BTL3,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q9GZP9,1,0.0,0,0.0,21,0.8571428571428571,0,0.0,1,0.4,0.4,0.4,0.4,0.0,10,10,10.0,10.0,0,2,2,2.0,2.0,0,0.0,2.837858631261834e-134,0.0067381830234660494,0.5,0.5,0.5,0.0,0.5,18.0,18.0
Q96Q80,1,0.0,0,0.0,21,0.8571428571428571,0,0.0,1,0.4,0.4,0.4,0.4,0.0,10,10,10.0,10.0,0,2,2,2.0,2.0,0,0.0,2.837858631261834e-134,0.0067381830234660494,0.5,0.5,0.5,0.0,0.5,18.0,18.0
Q9BZS1,1,0.0,0,0.0,1,1.0,0,0.0,0,1.0,1.0,1.0,1.0,0.0,2,2,2.0,2.0,0,1,1,1.0,1.0,0,0.0,2.356265479744925e-268,0.00669743158063124,1.0,1.0,1.0,0.0,1.0,0.0,0.0
O94776,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,6.5
Q12873,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,6.5
Q13330,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,1.0,0.5,0.5,0.5,0.0,4,4,4.0,4.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,11.0
Q14839,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,6.5
Q86YP4,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,6.5
Q8WXI9,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,6.5
Q9BTC8,2,0.0,1,11.0,685,0.9284671532846716,110,177.03817036775104,12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,2.3087908747903578e-08,5.727460416008765e-10,0.00778140951689348,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.2727272727272725,6.5
Q9UBB5,1,0.0,0,0.0,685,0.9284671532846716,55,88.51908518387552,11,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,12,12.0,12.0,0,0.0,2.8637302080043825e-10,0.007058520038285745,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,7.363636363636363,6.5
Q8IVH2,3,0.3333333333333333,0,0.0,3,2.0,0,0.0,2,2.0,0.6666666666666666,1.0,0.5,0.5,2,2,2.0,2.0,0,1,2,1.6666666666666667,2.0,1,6.349174905673484e-07,2.3726247123292812e-209,0.007471416650847742,2.0,0.6666666666666666,1.0,0.5,0.5,3.0,3.0
O43933,1,0.0,0,0.0,3,0.3333333333333333,1,1.9459101490553132,2,0.5,0.5,0.5,0.5,0.0,6,6,6.0,6.0,0,3,3,3.0,3.0,0,0.0,2.9410146162042225e-230,0.006736866428649712,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0
Q13608,1,0.0,0,0.0,3,0.3333333333333333,1,1.9459101490553132,2,0.5,0.5,0.5,0.5,0.0,6,6,6.0,6.0,0,3,3,3.0,3.0,0,0.0,2.9410146162042225e-230,0.006736866428649712,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0
Q7Z412,1,0.0,0,0.0,3,0.3333333333333333,1,1.9459101490553132,2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,3.0,3.0,0,0.0,2.9410146162042225e-230,0.006736866428649712,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0
Q8NEV9,2,0.0,0,0.0,14,1.0,3,4.828313737302301,3,0.75,0.375,0.5,0.375,0.25,2,4,3.0,3.0,2,2,4,3.0,3.0,2,1.7989328899408204e-07,8.507348755965795e-155,0.007161847213649135,0.75,0.375,0.5,0.25,0.375,5.833333333333334,5.833333333333334
Q13596,3,0.0,0,0.0,5,1.2,0,0.0,3,1.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,8.571386122659203e-07,2.575271055526583e-209,0.0074901793987324225,1.5,0.5,0.5,0.0,0.5,2.0,2.0
Q9Y5X3,2,0.0,0,0.0,5,1.2,0,0.0,2,1.0,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,3.386226616359191e-07,1.7168473703510554e-209,0.007105329785714285,1.0,0.5,0.5,0.0,0.5,3.0,3.0
Q13490,2,0.0,0,0.0,21,0.9047619047619048,18,49.69188597923835,7,0.1625,0.08125,0.1,0.08125,0.037500000000000006,10,16,13.0,13.0,6,4,7,5.5,5.5,3,2.2665158990198146e-07,4.4785301056811816e-153,0.007276577867738874,0.39285714285714285,0.19642857142857142,0.25,0.10714285714285715,0.19642857142857142,4.25,4.1
P01583,3,0.0,0,0.0,13,0.9230769230769231,3,2.772588722239781,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,3,3.0,3.0,0,3,3,3.0,3.0,0,2.4550142968604133e-07,1.8507259814718146e-163,0.007584391790571686,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.166666666666667,6.0
Q9UNH7,2,0.0,0,0.0,5,1.2,0,0.0,2,1.0,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,3.386226616359191e-07,1.7168473703510554e-209,0.007105329785714285,1.0,0.5,0.5,0.0,0.5,3.0,3.0
Q86XE0,2,0.0,0,0.0,5,1.2,0,0.0,2,1.0,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,3.386226616359191e-07,1.7168473703510554e-209,0.007105329785714285,1.0,0.5,0.5,0.0,0.5,3.0,3.0
O60749,3,0.0,0,0.0,5,1.2,0,0.0,3,1.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,8.571386122659203e-07,2.575271055526583e-209,0.0074901793987324225,1.5,0.5,0.5,0.0,0.5,2.0,2.0
Q14997,2,0.0,1,15.0,685,0.9284671532846716,182,622.0017973394044,14,0.10114942528735632,0.05057471264367816,0.06666666666666667,0.05057471264367816,0.03218390804597701,29,30,29.5,29.5,1,15,15,15.0,15.0,0,4.232783270448989e-09,1.3690169670366933e-09,0.009844628079189847,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,13.5,13.5
Q06323,3,0.0,1,16.0,685,0.9284671532846716,771,3046.99770350871,34,0.3643578643578643,0.12145262145262144,0.18181818181818182,0.1111111111111111,0.1103896103896104,36,56,45.333333333333336,44.0,20,16,35,22.333333333333332,16.0,19,2.8230566267015183e-06,3.2147747438724168e-09,0.012791318750968842,0.15357142857142858,0.051190476190476196,0.0625,0.03392857142857143,0.0625,11.366666666666667,10.938568376068375
Q9UL46,3,0.0,1,16.0,685,0.9284671532846716,771,3046.99770350871,34,0.3643578643578643,0.12145262145262144,0.18181818181818182,0.1111111111111111,0.1103896103896104,36,56,45.333333333333336,44.0,20,16,35,22.333333333333332,16.0,19,2.8230566267015183e-06,3.2147747438724168e-09,0.012791318750968842,0.15357142857142858,0.051190476190476196,0.0625,0.03392857142857143,0.0625,11.366666666666667,10.938568376068375
Q7Z6M4,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q96CB9,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
P31639,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
Q13113,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
P02533,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
P13647,1,0.0,0,0.0,2,0.5,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,1.0
O95999,4,0.0,0,0.0,6,0.6666666666666666,4,0.0,5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,3.0,3.0,0,7.61900988680818e-07,2.4413032796404255e-183,0.007969433807551881,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2.5,0.0
Q9H257,1,0.0,0,0.0,6,0.6666666666666666,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,3.0,3.0,0,0.0,6.103258199101064e-184,0.006744081371646477,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,4.0,0.0
