ComplexId,ProteinId,Stoichiometry,Evidence
142,Q92542,0,MI:0019:coimmunoprecipitation
142,Q96BI3,0,MI:0019:coimmunoprecipitation
142,Q9NZ42,0,MI:0019:coimmunoprecipitation
143,O00213,0,MI:0019:coimmunoprecipitation
143,P05067,0,MI:0019:coimmunoprecipitation
143,Q07954,0,MI:0019:coimmunoprecipitation
144,O43747,0,MI:0018:two hybrid
144,O75843,0,MI:0018:two hybrid
144,P56377,0,MI:0018:two hybrid
144,P61966,0,MI:0018:two hybrid
144,Q10567,0,MI:0018:two hybrid
144,Q63HQ0,0,MI:0018:two hybrid
144,Q96PC3,0,MI:0018:two hybrid
144,Q9BXS5,0,MI:0018:two hybrid
144,Q9Y6Q5,0,MI:0018:two hybrid
149,O96019,0,MI:0004:affinity chromatography technology
149,P51532,0,MI:0004:affinity chromatography technology
149,P60709,0,MI:0004:affinity chromatography technology
149,Q12824,0,MI:0004:affinity chromatography technology
149,Q68CP9,0,MI:0004:affinity chromatography technology
149,Q86U86,0,MI:0004:affinity chromatography technology
149,Q8TAQ2,0,MI:0004:affinity chromatography technology
149,Q92922,0,MI:0004:affinity chromatography technology
149,Q969G3,0,MI:0004:affinity chromatography technology
149,Q96GM5,0,MI:0004:affinity chromatography technology
152,P29083,0,MI:0019:coimmunoprecipitation
152,P29084,0,MI:0019:coimmunoprecipitation
153,P13984,0,MI:0027:cosedimentation
153,P35269,0,MI:0027:cosedimentation
155,O00268,0,MI:0019:coimmunoprecipitation
155,P20226,0,MI:0019:coimmunoprecipitation
155,P21675,0,MI:0019:coimmunoprecipitation
155,P49848,0,MI:0019:coimmunoprecipitation
155,Q12962,0,MI:0019:coimmunoprecipitation
155,Q15542,0,MI:0019:coimmunoprecipitation
155,Q15544,0,MI:0019:coimmunoprecipitation
155,Q16594,0,MI:0019:coimmunoprecipitation
155,Q6P1X5,0,MI:0019:coimmunoprecipitation
156,P57678,0,MI:0019:coimmunoprecipitation
156,Q86TM6,0,MI:0019:coimmunoprecipitation
156,Q9BUN8,0,MI:0019:coimmunoprecipitation
159,O95347,0,MI:0006:anti bait coimmunoprecipitation
159,P09874,0,MI:0006:anti bait coimmunoprecipitation
159,P18887,0,MI:0006:anti bait coimmunoprecipitation
159,Q15003,0,MI:0006:anti bait coimmunoprecipitation
159,Q15021,0,MI:0006:anti bait coimmunoprecipitation
159,Q9BPX3,0,MI:0006:anti bait coimmunoprecipitation
159,Q9NTJ3,0,MI:0006:anti bait coimmunoprecipitation
160,O95347,0,MI:0006:anti bait coimmunoprecipitation
160,P42695,0,MI:0006:anti bait coimmunoprecipitation
160,Q6IBW4,0,MI:0006:anti bait coimmunoprecipitation
160,Q86XI2,0,MI:0006:anti bait coimmunoprecipitation
160,Q9NTJ3,0,MI:0006:anti bait coimmunoprecipitation
162,P83436,0,MI:0007:anti tag coimmunoprecipitation
162,Q14746,0,MI:0007:anti tag coimmunoprecipitation
162,Q8WTW3,0,MI:0007:anti tag coimmunoprecipitation
162,Q96JB2,0,MI:0007:anti tag coimmunoprecipitation
162,Q96MW5,0,MI:0007:anti tag coimmunoprecipitation
162,Q9H9E3,0,MI:0007:anti tag coimmunoprecipitation
162,Q9UP83,0,MI:0007:anti tag coimmunoprecipitation
162,Q9Y2V7,0,MI:0007:anti tag coimmunoprecipitation
164,O60216,0,MI:0004:affinity chromatography technology
164,Q14683,0,MI:0004:affinity chromatography technology
164,Q8WVM7,0,MI:0004:affinity chromatography technology
164,Q9UQE7,0,MI:0004:affinity chromatography technology
166,O60216,0,MI:0004:affinity chromatography technology
166,Q14683,0,MI:0004:affinity chromatography technology
166,Q8N3U4,0,MI:0004:affinity chromatography technology
166,Q9UQE7,0,MI:0004:affinity chromatography technology
168,O14964,0,MI:0019:coimmunoprecipitation
168,O75886,0,MI:0019:coimmunoprecipitation
168,P42566,0,MI:0019:coimmunoprecipitation
169,O14964,0,MI:0019:coimmunoprecipitation
169,P42566,0,MI:0019:coimmunoprecipitation
169,Q92783,0,MI:0019:coimmunoprecipitation
173,O60934,0,MI:0004:affinity chromatography technology
173,P49959,0,MI:0004:affinity chromatography technology
173,Q92878,0,MI:0004:affinity chromatography technology
178,O00217,0,MI:0006:anti bait coimmunoprecipitation
178,O00483,0,MI:0006:anti bait coimmunoprecipitation
178,O14561,0,MI:0006:anti bait coimmunoprecipitation
178,O15239,0,MI:0006:anti bait coimmunoprecipitation
178,O43181,0,MI:0006:anti bait coimmunoprecipitation
178,O43674,0,MI:0006:anti bait coimmunoprecipitation
178,O43676,0,MI:0006:anti bait coimmunoprecipitation
178,O43677,0,MI:0006:anti bait coimmunoprecipitation
178,O43678,0,MI:0006:anti bait coimmunoprecipitation
178,O43920,0,MI:0006:anti bait coimmunoprecipitation
178,O75251,0,MI:0006:anti bait coimmunoprecipitation
178,O75306,0,MI:0006:anti bait coimmunoprecipitation
178,O75380,0,MI:0006:anti bait coimmunoprecipitation
178,O75438,0,MI:0006:anti bait coimmunoprecipitation
178,O75489,0,MI:0006:anti bait coimmunoprecipitation
178,O95139,0,MI:0006:anti bait coimmunoprecipitation
178,O95167,0,MI:0006:anti bait coimmunoprecipitation
178,O95168,0,MI:0006:anti bait coimmunoprecipitation
178,O95169,0,MI:0006:anti bait coimmunoprecipitation
178,O95178,0,MI:0006:anti bait coimmunoprecipitation
178,O95182,0,MI:0006:anti bait coimmunoprecipitation
178,O95298,0,MI:0006:anti bait coimmunoprecipitation
178,O95299,0,MI:0006:anti bait coimmunoprecipitation
178,O96000,0,MI:0006:anti bait coimmunoprecipitation
178,P03886,0,MI:0006:anti bait coimmunoprecipitation
178,P03891,0,MI:0006:anti bait coimmunoprecipitation
178,P03897,0,MI:0006:anti bait coimmunoprecipitation
178,P03901,0,MI:0006:anti bait coimmunoprecipitation
178,P03915,0,MI:0006:anti bait coimmunoprecipitation
178,P03923,0,MI:0006:anti bait coimmunoprecipitation
178,P17568,0,MI:0006:anti bait coimmunoprecipitation
178,P19404,0,MI:0006:anti bait coimmunoprecipitation
178,P28331,0,MI:0006:anti bait coimmunoprecipitation
178,P49821,0,MI:0006:anti bait coimmunoprecipitation
178,P51970,0,MI:0006:anti bait coimmunoprecipitation
178,P56181,0,MI:0006:anti bait coimmunoprecipitation
178,P56556,0,MI:0006:anti bait coimmunoprecipitation
178,Q16718,0,MI:0006:anti bait coimmunoprecipitation
178,Q16795,0,MI:0006:anti bait coimmunoprecipitation
178,Q86Y39,0,MI:0006:anti bait coimmunoprecipitation
178,Q9NX14,0,MI:0006:anti bait coimmunoprecipitation
178,Q9P0J0,0,MI:0006:anti bait coimmunoprecipitation
178,Q9UI09,0,MI:0006:anti bait coimmunoprecipitation
178,Q9Y6M9,0,MI:0006:anti bait coimmunoprecipitation
180,P62136,0,MI:0007:anti tag coimmunoprecipitation
180,Q96QC0,0,MI:0007:anti tag coimmunoprecipitation
181,O14818,0,MI:0019:coimmunoprecipitation
181,P17980,0,MI:0019:coimmunoprecipitation
181,P20618,0,MI:0019:coimmunoprecipitation
181,P25786,0,MI:0019:coimmunoprecipitation
181,P25787,0,MI:0019:coimmunoprecipitation
181,P25788,0,MI:0019:coimmunoprecipitation
181,P25789,0,MI:0019:coimmunoprecipitation
181,P28066,0,MI:0019:coimmunoprecipitation
181,P28070,0,MI:0019:coimmunoprecipitation
181,P28072,0,MI:0019:coimmunoprecipitation
181,P28074,0,MI:0019:coimmunoprecipitation
181,P35998,0,MI:0019:coimmunoprecipitation
181,P43686,0,MI:0019:coimmunoprecipitation
181,P49720,0,MI:0019:coimmunoprecipitation
181,P49721,0,MI:0019:coimmunoprecipitation
181,P55036,0,MI:0019:coimmunoprecipitation
181,P60900,0,MI:0019:coimmunoprecipitation
181,P62191,0,MI:0019:coimmunoprecipitation
181,P62195,0,MI:0019:coimmunoprecipitation
181,P62333,0,MI:0019:coimmunoprecipitation
181,Q99436,0,MI:0019:coimmunoprecipitation
181,Q9UNM6,0,MI:0019:coimmunoprecipitation
186,Q7L576,0,MI:0029:cosedimentation through density gradient
186,Q8IZP0,0,MI:0029:cosedimentation through density gradient
186,Q8WUW1,0,MI:0029:cosedimentation through density gradient
186,Q9Y2A7,0,MI:0029:cosedimentation through density gradient
186,Q9Y6W5,0,MI:0029:cosedimentation through density gradient
189,O14497,0,MI:0004:affinity chromatography technology
189,O94805,0,MI:0004:affinity chromatography technology
189,O96019,0,MI:0004:affinity chromatography technology
189,P51531,0,MI:0004:affinity chromatography technology
189,P51532,0,MI:0004:affinity chromatography technology
189,P60709,0,MI:0004:affinity chromatography technology
189,P63261,0,MI:0004:affinity chromatography technology
189,Q12824,0,MI:0004:affinity chromatography technology
189,Q8NFD5,0,MI:0004:affinity chromatography technology
189,Q8TAQ2,0,MI:0004:affinity chromatography technology
189,Q92922,0,MI:0004:affinity chromatography technology
189,Q969G3,0,MI:0004:affinity chromatography technology
189,Q96GM5,0,MI:0004:affinity chromatography technology
190,O43684,0,MI:0006:anti bait coimmunoprecipitation
190,O60566,0,MI:0006:anti bait coimmunoprecipitation
190,Q12834,0,MI:0006:anti bait coimmunoprecipitation
190,Q13257,0,MI:0006:anti bait coimmunoprecipitation
192,O14818,0,MI:0029:cosedimentation through density gradient
192,P20618,0,MI:0029:cosedimentation through density gradient
192,P25786,0,MI:0029:cosedimentation through density gradient
192,P25787,0,MI:0029:cosedimentation through density gradient
192,P25788,0,MI:0029:cosedimentation through density gradient
192,P25789,0,MI:0029:cosedimentation through density gradient
192,P28066,0,MI:0029:cosedimentation through density gradient
192,P28070,0,MI:0029:cosedimentation through density gradient
192,P28072,0,MI:0029:cosedimentation through density gradient
192,P28074,0,MI:0029:cosedimentation through density gradient
192,P49720,0,MI:0029:cosedimentation through density gradient
192,P49721,0,MI:0029:cosedimentation through density gradient
192,P60900,0,MI:0029:cosedimentation through density gradient
192,Q06323,0,MI:0029:cosedimentation through density gradient
192,Q99436,0,MI:0029:cosedimentation through density gradient
192,Q9UL46,0,MI:0029:cosedimentation through density gradient
193,O00231,0,MI:0029:cosedimentation through density gradient
193,O00232,0,MI:0029:cosedimentation through density gradient
193,O00233,0,MI:0029:cosedimentation through density gradient
193,O00487,0,MI:0029:cosedimentation through density gradient
193,O14818,0,MI:0029:cosedimentation through density gradient
193,O43242,0,MI:0029:cosedimentation through density gradient
193,O75832,0,MI:0029:cosedimentation through density gradient
193,P17980,0,MI:0029:cosedimentation through density gradient
193,P20618,0,MI:0029:cosedimentation through density gradient
193,P25786,0,MI:0029:cosedimentation through density gradient
193,P25787,0,MI:0029:cosedimentation through density gradient
193,P25788,0,MI:0029:cosedimentation through density gradient
193,P25789,0,MI:0029:cosedimentation through density gradient
193,P28066,0,MI:0029:cosedimentation through density gradient
193,P28070,0,MI:0029:cosedimentation through density gradient
193,P28072,0,MI:0029:cosedimentation through density gradient
193,P28074,0,MI:0029:cosedimentation through density gradient
193,P35998,0,MI:0029:cosedimentation through density gradient
193,P43686,0,MI:0029:cosedimentation through density gradient
193,P48556,0,MI:0029:cosedimentation through density gradient
193,P49720,0,MI:0029:cosedimentation through density gradient
193,P49721,0,MI:0029:cosedimentation through density gradient
193,P51665,0,MI:0029:cosedimentation through density gradient
193,P55036,0,MI:0029:cosedimentation through density gradient
193,P60900,0,MI:0029:cosedimentation through density gradient
193,P62191,0,MI:0029:cosedimentation through density gradient
193,P62195,0,MI:0029:cosedimentation through density gradient
193,P62333,0,MI:0029:cosedimentation through density gradient
193,Q06323,0,MI:0029:cosedimentation through density gradient
193,Q13200,0,MI:0029:cosedimentation through density gradient
193,Q15008,0,MI:0029:cosedimentation through density gradient
193,Q16401,0,MI:0029:cosedimentation through density gradient
193,Q99436,0,MI:0029:cosedimentation through density gradient
193,Q99460,0,MI:0029:cosedimentation through density gradient
193,Q9UL46,0,MI:0029:cosedimentation through density gradient
193,Q9UNM6,0,MI:0029:cosedimentation through density gradient
