split_index,seed_accepted,attempts,accepted,validation_ok,validation_problems,train_n,train_pct,test_n,test_pct,test_size_deviation_pp,size_warning,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_unknown,test_unknown,train_pos_rate_pct,test_pos_rate_pct,test_deviation_pp,warning,leakage_violations,large_test_n,medium_test_n,small_test_n,singleton_test_n,large_test_pct,medium_test_pct,small_test_pct,singleton_test_pct,large_test_rate_pct,medium_test_rate_pct,small_test_rate_pct,singleton_test_rate_pct
40,3081,4,True,True,,4044,78.8,1088,21.2,1.2,False,463,129,3573,957,0,0,11.47,11.88,0.32,False,0,277,220,299,290,26.2,19.7,19.9,20.0,18.4,8.6,11.0,9.0
41,82,1,True,True,,4165,81.16,967,18.84,1.16,False,470,122,3687,843,0,0,11.31,12.64,1.08,False,0,159,221,295,290,15.0,19.8,19.7,20.0,23.9,10.0,11.9,9.3
42,83,1,True,True,,4116,80.2,1016,19.8,0.2,False,475,117,3633,897,0,0,11.56,11.54,0.02,False,0,183,237,304,290,17.3,21.3,20.3,20.0,16.4,16.0,10.2,6.2
43,1084,2,True,True,,4144,80.75,988,19.25,0.75,False,468,124,3668,862,0,0,11.32,12.58,1.02,False,0,196,208,292,290,18.5,18.7,19.5,20.0,15.3,11.1,11.6,12.8
44,85,1,True,True,,4066,79.23,1066,20.77,0.77,False,480,112,3578,952,0,0,11.83,10.53,1.03,False,0,263,221,290,290,24.9,19.8,19.3,20.0,15.6,4.5,12.8,8.3
45,6086,7,True,True,,4068,79.27,1064,20.73,0.73,False,472,120,3588,942,0,0,11.63,11.3,0.26,False,0,241,233,298,290,22.8,20.9,19.9,20.0,18.7,7.7,13.1,6.2
46,1087,2,True,True,,4140,80.67,992,19.33,0.67,False,465,127,3667,863,0,0,11.25,12.83,1.27,False,0,200,219,281,290,18.9,19.6,18.7,20.0,30.5,9.1,11.7,4.5
47,7088,8,True,True,,4201,81.86,931,18.14,1.86,False,475,117,3718,812,0,0,11.33,12.59,1.03,False,0,138,203,298,290,13.1,18.2,19.9,20.0,26.8,12.3,10.7,7.9
48,1089,2,True,True,,4122,80.32,1010,19.68,0.32,False,480,112,3634,896,0,0,11.67,11.11,0.45,False,0,207,218,293,290,19.6,19.6,19.5,20.0,11.6,9.6,13.3,9.7
49,1090,2,True,True,,4166,81.18,966,18.82,1.18,False,469,123,3689,841,0,0,11.28,12.76,1.2,False,0,141,236,297,290,13.3,21.2,19.8,20.0,29.8,5.5,13.1,10.0
50,1091,2,True,True,,4108,80.05,1024,19.95,0.05,False,465,127,3635,895,0,0,11.34,12.43,0.87,False,0,172,257,303,290,16.3,23.0,20.2,20.0,21.5,9.7,11.2,10.7
