ProteinId,pair_Degree,pair_LocalClustCoeff,pair_TriangleCount,pair_ComponentSize,pair_EigenvectorCentrality,pair_BetweennessCentrality,pair_KatzCentrality,pair_AvgNeighborDegree
O00567,103,1.0,5253,4274,0.01612969933957163,0.0,0.02438490198495034,136.2135922330097
O00571,43,0.3588039867109635,324,4274,0.00619488174586015,0.0016997229314115834,0.011719822738639902,87.25581395348837
O00592,2,1.0,1,4274,6.322198303099348e-08,0.0,0.005441902238491365,8.5
O00622,4,0.5,3,4274,1.7898045412115455e-07,1.871696683110892e-05,0.00552586211434036,30.5
O00623,2,0.0,0,3,3.4334275087436514e-36,3.898635477582846e-07,0.005438943927977119,1.0
O00629,3,0.6666666666666666,2,4274,3.3765436203120736e-05,6.033602524830595e-08,0.005510100218036675,27.0
O00631,3,0.6666666666666666,2,4274,6.519318760516368e-08,2.8638941266781534e-05,0.005472458628644923,4.0
O00743,19,0.4678362573099415,80,4274,4.151919916709538e-05,0.0007772764998440543,0.006139650294149194,31.473684210526315
O00750,3,1.0,3,4274,6.66314016236658e-08,0.0,0.005483415343316153,22.333333333333332
O00764,4,1.0,6,4274,1.1403896964745657e-06,0.0,0.0055115920633415656,11.0
O14490,5,0.3,3,4274,1.0758742885512598e-08,0.0019912163559749926,0.005538977733969743,6.0
O14495,2,1.0,1,4274,2.2544323463961675e-08,0.0,0.005454188228615275,39.0
O14497,158,0.6887849713778924,8543,4274,0.06527689561056578,0.000813128319507285,0.05781318519802448,159.83544303797467
O14508,5,0.6,6,4274,2.8298972767124552e-08,0.0002620102744835301,0.005547929004335009,15.0
O14519,22,0.4805194805194805,111,4274,0.000774845731568629,0.0011625603478195982,0.006803617762958366,46.77272727272727
O14543,7,0.3333333333333333,7,4274,2.2954601867078016e-07,0.00038454441892127794,0.005607598107385613,8.142857142857142
O14544,1,0.0,0,4274,2.0037516203203222e-08,0.0,0.005408900780876215,9.0
O14558,2,1.0,1,4274,3.7525308559351107e-06,0.0,0.005444202108307873,7.0
O14561,44,0.9693446088794926,917,4274,8.474442576041024e-09,6.93065410158095e-06,0.007235897840208927,43.45454545454545
O14576,7,0.5238095238095238,11,4274,7.272219871988027e-05,0.00016153001909659017,0.005661265263845971,12.714285714285714
O14593,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O14595,1,0.0,0,4274,1.2697862683326315e-05,0.0,0.005439380973433298,117.0
O14610,1,0.0,0,4274,1.6254008538808922e-09,0.0,0.005410048531991598,15.0
O14617,19,0.43859649122807015,75,4274,1.1819088993220117e-06,0.00042881098866366657,0.006024509766835012,12.842105263157896
O14640,6,0.26666666666666666,4,4274,7.586361374711001e-06,0.0008557793997801598,0.0055894536990071806,15.833333333333334
O14641,12,0.5909090909090909,39,4274,2.7299630498304544e-05,0.0012063921718486917,0.005814273130438333,17.0
O14654,2,1.0,1,4274,1.917404382552662e-08,0.0,0.005443891732097225,13.5
O14656,2,0.0,0,3,3.4334275087436514e-36,0.0,0.005438943927977119,1.0
O14657,1,0.0,0,3,2.4277998741450676e-36,0.0,0.005407428685767276,2.0
O14662,5,0.9,9,4274,1.821278308988698e-11,4.873294346978558e-08,0.005539047850367066,6.2
O14678,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O14686,28,0.4444444444444444,168,4274,0.0003515703397726813,0.00017615929689466232,0.006745287845249866,38.607142857142854
O14713,3,0.6666666666666666,2,4274,1.4766844670534833e-08,5.820890415339268e-06,0.005473248048819101,5.333333333333333
O14727,4,0.6666666666666666,4,4274,2.6688334549036697e-12,0.0,0.0055040510586042025,3.25
O14744,46,0.2763285024154589,286,4274,0.008725545834662491,0.0017961921055707239,0.013499580713085102,99.93478260869566
O14745,15,0.13333333333333333,14,4274,1.335040091779445e-05,0.005360970545676314,0.005898408283380027,13.8
O14746,8,0.6428571428571429,18,4274,0.0008591215740401412,0.0012372319688109161,0.006273200900615407,54.375
O14757,2,0.0,0,4274,2.227615713703506e-05,6.977795279234942e-07,0.005484210800054454,68.0
O14763,5,0.6,6,4274,1.2214632831246065e-07,0.00010646579947284847,0.005538536232192856,5.4
O14764,2,1.0,1,4,3.970155202720156e-33,0.0,0.0054396939340751365,3.0
O14775,22,0.12987012987012986,30,4274,3.7370047824008646e-07,0.0008991745039322352,0.006113880543048547,9.954545454545455
O14776,111,1.0,6105,4274,0.05426124668323012,0.0,0.0481238616997131,181.63963963963963
O14777,7,0.47619047619047616,10,4274,8.228681110269593e-10,0.00030386929813139806,0.005603783907115606,5.714285714285714
O14786,17,0.125,17,4274,3.6534913567499257e-07,0.0012732989535669025,0.005943382888502069,9.411764705882353
O14787,2,1.0,1,4274,4.0907138698066114e-05,0.0,0.005481915946315175,37.5
O14788,3,0.0,0,4274,2.0270489967572958e-07,0.00015431134931386922,0.0054751761095621874,8.0
O14791,5,0.8,8,4274,2.9526268057722526e-09,2.8822304644868136e-05,0.005541210990755599,8.2
O14793,2,0.0,0,4274,2.496315930321234e-06,0.0001625730994152047,0.0054414336073501214,3.0
O14802,14,1.0,91,4274,8.5641035031754e-06,0.0,0.005893226176526857,22.642857142857142
O14807,5,0.7,7,4274,0.00036626509873437745,0.00012380566857891085,0.005806078796224377,36.4
O14810,3,1.0,3,4274,1.6998878025780551e-09,0.0,0.005475056404706494,8.666666666666666
O14817,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O14818,36,0.9650793650793651,608,4274,5.35685536021858e-06,7.086316393788149e-07,0.006813104951324015,35.638888888888886
O14828,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O14836,2,1.0,1,4274,1.4083381059395554e-11,0.0,0.005440271233183385,4.5
O14862,8,1.0,28,4274,4.6721736238863984e-06,0.0,0.00566637308612,21.25
O14867,16,0.475,57,4274,8.51857324828694e-05,0.00048577715941473945,0.0060371895898777,28.125
O14879,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O14893,138,0.8718925208928383,8242,4274,0.06459492927733375,0.0003609637639122434,0.056478197329230435,174.93478260869566
O14894,6,0.2,3,4274,2.9055968792905962e-06,0.0004093347200723567,0.005586313291620789,16.166666666666668
O14908,4,0.16666666666666666,1,4274,1.9804597701764676e-07,0.0002103663928712444,0.005506988488297229,6.75
O14910,5,0.4,4,4274,4.2333279029498854e-08,0.00016531481438016783,0.005539012050992103,6.0
O14920,74,0.2817475009255831,761,4274,0.0013324888813038387,0.005428367719843269,0.009508495473734332,45.0
O14925,11,0.509090909090909,28,4274,3.7866212262754814e-06,0.0010770094210509737,0.0057504767403280714,11.818181818181818
O14929,11,0.9454545454545454,52,4274,0.00011163738562308609,2.682340807288708e-07,0.0058860242028020175,36.09090909090909
O14931,1,0.0,0,8,1.4657129913727322e-28,0.0,0.005408200213215494,6.0
O14936,4,0.8333333333333334,5,4274,4.1920525760530064e-08,0.0,0.0055063106758976065,6.0
O14944,1,0.0,0,4274,1.339046100871386e-08,0.0,0.005416122084037923,46.0
O14964,10,0.17777777777777778,8,4274,3.409409315522699e-06,0.001039553650725292,0.005705831745572316,6.3
O14965,15,0.08571428571428572,9,4274,9.121884712856704e-06,0.002669052042468283,0.005877613505697584,7.333333333333333
O14974,2,1.0,1,4274,1.3760863155105427e-09,0.0,0.005440490276709162,5.0
O14976,1,0.0,0,4274,1.2697862683326315e-05,0.0,0.005439380973433298,117.0
O14977,1,0.0,0,4274,1.228260416036354e-09,0.0,0.0054078209738650665,4.0
O14979,19,1.0,171,4274,0.005783821472905917,0.0,0.010350677439833525,136.1578947368421
O14980,9,0.2777777777777778,10,4274,0.001088768592278769,0.0010110589737080487,0.0064537075029269956,50.111111111111114
O14983,2,1.0,1,4274,2.530155720821498e-09,0.0,0.00543990206731643,3.5
O14986,2,1.0,1,4274,5.022994432188024e-08,0.0,0.00544325723500522,11.5
O15027,9,1.0,36,4274,4.330809057343396e-05,0.0,0.005802345821864171,51.55555555555556
O15042,174,0.8049299049897016,12115,4274,0.08043138492397914,0.0001468488703710296,0.06895813515890377,169.44252873563218
O15047,30,0.6045977011494252,263,4274,0.0010764456765789607,0.0005107835151630898,0.0075163070805692395,69.93333333333334
O15054,3,1.0,3,4274,8.308818494566755e-05,0.0,0.005584090653540939,84.33333333333333
O15066,4,1.0,6,4274,7.184384511144326e-08,0.0,0.005510712420537336,11.5
O15078,13,0.7051282051282052,55,4274,5.627820287233182e-08,0.0003251461988304094,0.005811844805807423,10.307692307692308
O15084,15,0.6952380952380952,73,4274,3.778788937441432e-05,0.0004306891360558947,0.0060023591000179415,37.13333333333333
O15091,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O15105,6,0.6,9,4274,2.856689310461438e-07,4.5383830188306266e-05,0.005574069217091098,7.833333333333333
O15111,91,0.22857142857142856,936,4274,0.001407252256227605,0.007265389759991882,0.010185444894751077,40.67032967032967
O15116,6,1.0,15,4274,0.0013318823962592396,0.0,0.0065272874505398,83.0
O15117,3,1.0,3,4274,3.57193794060568e-07,0.0,0.005476898102976727,10.0
O15120,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O15123,1,0.0,0,4274,3.962138564113151e-08,0.0,0.005409513224962019,12.0
O15126,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O15127,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O15143,6,1.0,15,4274,1.5437129612176052e-16,0.0,0.00557170811532248,6.166666666666667
O15144,6,1.0,15,4274,1.5437129612176052e-16,0.0,0.00557170811532248,6.166666666666667
O15145,6,1.0,15,4274,1.5437129612176052e-16,0.0,0.00557170811532248,6.166666666666667
O15146,1,0.0,0,4274,4.751399077794555e-12,0.0,0.005407618128291926,3.0
O15151,3,1.0,3,4274,1.187230252147994e-05,0.0,0.005513787750031981,54.0
O15160,14,1.0,91,4274,8.5641035031754e-06,0.0,0.005893226176526857,22.642857142857142
O15164,1,0.0,0,4274,4.237908469309092e-06,0.0,0.005414094890804706,20.0
O15169,33,0.19318181818181818,102,4274,0.000452578066300032,0.007024776885556969,0.006846725285616437,20.12121212121212
O15182,4,1.0,6,4274,1.1860279999497895e-06,0.0,0.005513271467446826,12.75
O15194,2,0.0,0,4274,2.098808047558447e-05,7.962360370105248e-05,0.0054835166154388075,76.0
O15198,7,1.0,21,4274,3.1007374076587966e-05,0.0,0.005650485083840294,21.714285714285715
O15212,5,1.0,10,4274,6.969718034701041e-06,0.0,0.005548045876464222,9.8
O15228,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O15230,5,0.9,9,4274,3.798161701856973e-08,0.0,0.005542714290675584,9.6
O15234,40,0.9102564102564102,710,4274,0.01409222385268074,6.680782794159931e-05,0.016896822804612698,142.55
O15235,77,1.0,2926,78,1.35220215093545e-07,0.0,0.009798612848068036,77.0
O15239,47,0.8529139685476411,922,4274,2.555208460317571e-07,0.006920762306254054,0.0073441578623093355,42.06382978723404
O15259,4,0.3333333333333333,2,4274,2.465686225808444e-07,0.0003371218238302868,0.0055130664925129675,13.5
O15260,1,0.0,0,4274,5.894574557584936e-10,0.0,0.005409889466230369,15.0
O15265,26,0.803076923076923,261,4274,0.0008395879882720388,1.3769583128227057e-05,0.0070235360847691886,47.88461538461539
O15269,6,0.3333333333333333,5,4274,1.4144336338040283e-08,0.0024753736192332683,0.005569982323048782,4.666666666666667
O15270,4,0.8333333333333334,5,4274,9.39696389383669e-11,1.299545159194282e-07,0.005504632402062125,4.0
O15273,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O15287,19,0.5847953216374269,100,4274,1.0976388875266335e-05,0.0009385205458048424,0.0060688414999207395,20.789473684210527
O15294,41,0.35365853658536583,290,4274,0.000999740209214619,0.0011832279269383035,0.007787566059126339,48.73170731707317
O15297,29,1.0,406,4274,0.01093241346212544,0.0,0.01429852679943274,157.31034482758622
O15304,4,0.16666666666666666,1,4274,1.1572500556743595e-06,0.00034483813214437404,0.005518163124263932,18.0
O15315,4,1.0,6,4274,6.156448492682238e-08,0.0,0.005507211328571624,7.0
O15318,14,1.0,91,4274,8.5641035031754e-06,0.0,0.005893226176526857,22.642857142857142
O15335,2,1.0,1,4274,1.510702739400813e-07,0.0,0.005450824356638407,31.0
O15344,2,1.0,1,4274,9.679239472308094e-08,0.0,0.005445026456932159,16.0
O15350,3,0.3333333333333333,1,4274,2.9558177624710333e-06,4.25444487793917e-05,0.005483723748067323,18.333333333333332
O15354,1,0.0,0,4274,1.031703653094304e-09,0.0,0.005408200714373767,6.0
O15355,1,0.0,0,4274,1.295042204618063e-09,0.0,0.005409536481505483,13.0
O15357,1,0.0,0,4274,1.1587311091860872e-08,0.0,0.005408043913089997,5.0
O15360,16,0.8083333333333333,97,4274,7.964787160045872e-06,0.00023705809644364146,0.005961081568605313,21.5
O15371,12,1.0,66,4274,1.7000483699106454e-05,0.0,0.0057979010263780025,13.583333333333334
O15372,12,1.0,66,4274,1.7000483699106454e-05,0.0,0.0057979010263780025,13.583333333333334
O15379,55,0.2585858585858586,384,4274,0.00458703037110173,0.004146183477199936,0.010862531175015505,62.8
O15392,8,0.35714285714285715,10,4274,7.318195451546653e-06,0.00023518215680626937,0.005643714147419545,7.25
O15393,1,0.0,0,4274,2.8312251263132836e-12,0.0,0.005407625758380584,3.0
O15397,1,0.0,0,4274,3.052955390516274e-05,0.0,0.005441493911981726,64.0
O15399,1,0.0,0,4274,8.135521518534823e-10,0.0,0.005409735725919248,14.0
O15400,2,1.0,1,4274,3.556097972140066e-11,0.0,0.005442823036063117,11.0
O15446,24,1.0,276,4274,7.311214664871547e-05,0.0,0.006438806874884685,44.916666666666664
O15455,9,0.5555555555555556,20,4274,2.4788804801944864e-06,0.00031156141387206435,0.005712545726951194,26.333333333333332
O15457,2,1.0,1,4274,5.671457160588522e-07,0.0,0.005442191032244931,8.0
O15503,6,0.13333333333333333,2,4274,7.299326004531239e-08,0.003928501200460654,0.0055699685801895655,4.5
O15504,30,1.0,435,4274,1.4474627915087626e-05,0.0,0.0065491298678433734,32.03333333333333
O15511,6,1.0,15,4274,1.5437129612176052e-16,0.0,0.00557170811532248,6.166666666666667
O15514,27,0.9373219373219374,329,4274,0.00036110146069789374,2.242471950753826e-06,0.006748680375547366,45.22222222222222
O15516,5,0.6,6,4274,1.4031860796418557e-05,0.00010403232962641336,0.005568895724879025,25.2
O15519,8,0.6785714285714286,19,4274,6.838827821273742e-07,2.0897171519024295e-05,0.005656417516432111,16.625
O15527,1,0.0,0,4274,8.784186092492347e-06,0.0,0.005436227474756493,101.0
O15530,4,0.3333333333333333,2,4274,7.291984014222206e-07,0.00011136970958800149,0.005513101762156435,13.5
O15534,1,0.0,0,4274,2.9081556652613363e-07,0.0,0.005408058821253364,4.0
O15537,3,1.0,3,4274,1.4943372278071567e-13,0.0,0.0054723556802881036,4.0
O15550,15,0.7428571428571429,78,4274,0.00010996043078466145,0.00016484597603538695,0.006028650203592581,30.866666666666667
O15553,8,1.0,28,4274,4.6721736238863984e-06,0.0,0.00566637308612,21.25
O43143,194,0.668019870733401,12506,4274,0.08185427872204855,0.000618169312593256,0.07068212483290878,155.48453608247422
O43150,1,0.0,0,4274,1.7497387354109008e-08,0.0,0.005411910727828395,24.0
O43156,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O43157,2,0.0,0,4274,2.379922536454177e-09,0.0001625730994152047,0.005442085962752928,9.0
O43159,2,1.0,1,4274,2.480777733554859e-06,0.0,0.005443302259128413,7.5
O43172,143,0.8624052004333694,8756,4274,0.0666806922030672,3.0187855466842906e-05,0.05812610227740774,173.2097902097902
O43175,1,0.0,0,4274,2.86830536408586e-06,0.0,0.00541310469924765,18.0
O43181,43,1.0,903,4274,8.464784661503189e-09,0.0,0.007200838215846942,44.13953488372093
O43184,5,0.5,5,4274,1.8723314417161873e-07,6.3794596580038325e-06,0.005565246107888415,32.2
O43186,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O43187,8,0.4642857142857143,13,4274,1.4553051927592568e-07,0.0003767913007936538,0.005645934708846208,11.375
O43194,2,1.0,1,4274,2.1872141994354768e-10,0.0,0.005441463190898562,7.5
O43196,3,0.3333333333333333,1,4274,5.839755832208471e-07,1.1989186262112034e-05,0.005474475796087182,6.666666666666667
O43242,35,1.0,595,4274,5.328388071739277e-06,0.0,0.006778476359280322,36.285714285714285
O43255,2,1.0,1,4274,1.0792977369836605e-07,0.0,0.005439911742504359,3.0
O43257,28,0.9021164021164021,341,4274,0.0017692998664078472,8.07465025261401e-06,0.0077834775798428,60.464285714285715
O43264,7,0.2857142857142857,6,4274,1.1528265711265373e-07,0.00047934052430530097,0.005602357328544957,4.571428571428571
O43290,216,0.6280792420327304,14584,4274,0.08901770159426059,0.00021584862851861252,0.07656358918967539,152.12037037037038
O43292,4,1.0,6,5,2.895171225062225e-30,0.0,0.005504623048134398,4.0
O43294,7,0.047619047619047616,1,4274,2.1526776275346782e-05,0.0016856499542352139,0.005654036943021545,30.571428571428573
O43296,1,0.0,0,4274,8.290217792258154e-06,0.0,0.005419679581663011,35.0
O43299,5,1.0,10,6,9.249493011607252e-29,0.0,0.005537867263850301,5.0
O43303,13,0.717948717948718,56,4274,7.587420335274478e-06,0.00822876035927973,0.005825119883615419,13.307692307692308
O43310,5,1.0,10,4274,0.0013143384201784035,0.0,0.006481059643761789,99.2
O43318,52,0.3046757164404223,404,4274,0.00016901134365938713,0.008875321925890124,0.0075184663103471825,32.13461538461539
O43324,10,1.0,45,4274,4.814769904398559e-06,0.0,0.005714263772144958,10.3
O43353,1,0.0,0,4274,3.891480695936038e-10,0.0,0.005407642568075566,3.0
O43390,217,0.6086362860556409,14264,4274,0.08791919052922723,0.0032100671644128,0.0759446233425776,151.8110599078341
O43395,185,0.7400705052878966,12596,4274,0.08219740901164305,0.0001244394329910855,0.07061871577859616,163.33513513513515
O43402,9,0.8055555555555556,29,4274,9.287911826966626e-07,0.0022286549707602353,0.0056758037213241125,9.0
O43447,143,0.8544272628779671,8675,4274,0.0663035015830623,0.00019020068056738263,0.05785557392826891,172.27272727272728
O43451,26,1.0,325,4274,0.0017325995105117627,0.0,0.0077164809053817535,66.61538461538461
O43463,9,0.4166666666666667,15,4274,0.00011329691679011166,0.00469079174175487,0.005819335860113013,42.0
