ProteinId,base_Degree,base_LocalClustCoeff,protein_NumSubgroups,protein_AvgSubgroupSize,base_ComponentSize,base_ComponentEdgeNodeRatio,base_TriangleCount,stoich_WeightedTriangles,base_UniquePartners,stoich_ProtStoichSum,stoich_ProtAvgStoich,stoich_ProtMaxStoich,stoich_MedianRatio,stoich_RangeRatio,stoich_MinComplexSize,stoich_MaxComplexSize,stoich_AvgComplexSize,stoich_MedComplexSize,stoich_RangeComplexSize,protein_MinComplexNodes,protein_MaxComplexNodes,protein_AvgComplexNodes,protein_MedComplexNodes,protein_RangeComplexNodes,base_BetweennessCentrality,base_EigenvectorCentrality,base_KatzCentrality,protein_NormUniqueSum,protein_AvgUniqueRatio,protein_MaxUniqueRatio,protein_RangeUniqueRatio,protein_MedianUniqueRatio,base_AvgNeighbourDegree,stoich_AvgNeighbourDegreeStoich
Q9NTJ3,8,0.027597402597402596,2,5.0,4274,1.1649508656995788,65,0.0,20,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,8,5.0,5.0,6,0.0013333530614099624,0.00038868782228048836,0.00755104802414948,1.977380952380952,0.24717261904761903,0.5,0.375,0.2,9.18452380952381,0.0
Q92902,1,0.0,0,0.0,2,0.5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.8777737887644106e-52,0.004816634025597335,0.5,0.5,0.5,0.0,0.5,1.0,0.0
Q9NQG7,1,0.0,0,0.0,2,0.5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.8777737887644106e-52,0.004816634025597335,0.5,0.5,0.5,0.0,0.5,1.0,0.0
Q86YV9,2,0.0,0,0.0,4274,1.1649508656995788,46,0.0,10,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,11,7.0,7.0,8,5.5038023187007236e-05,2.0909915972886622e-07,0.005245706885500843,0.4242424242424242,0.2121212121212121,0.3333333333333333,0.2424242424242424,0.2121212121212121,3.05,0.0
Q969F9,2,0.0,0,0.0,4274,1.1649508656995788,46,0.0,10,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,11,7.0,7.0,8,5.5038023187007236e-05,2.0909915972886622e-07,0.005245706885500843,0.4242424242424242,0.2121212121212121,0.3333333333333333,0.2424242424242424,0.2121212121212121,3.05,0.0
Q9UPZ3,2,0.0,0,0.0,4274,1.1649508656995788,46,0.0,10,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,11,7.0,7.0,8,5.5038023187007236e-05,2.0909915972886622e-07,0.005245706885500843,0.4242424242424242,0.2121212121212121,0.3333333333333333,0.2424242424242424,0.2121212121212121,3.05,0.0
Q92903,1,0.0,0,0.0,3,0.6666666666666666,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.4169528308685695e-49,0.0048173416990060025,0.5,0.5,0.5,0.0,0.5,2.0,0.0
Q96NY9,2,0.0,0,0.0,3,0.6666666666666666,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,7.140839855597936e-08,4.833905661737139e-49,0.005079779317929092,1.0,0.5,0.5,0.0,0.5,1.0,0.0
O15379,21,0.15279036731038056,4,5.5,4274,1.1649508656995788,354,0.0,55,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,22,5.0476190476190474,3.0,20,0.005993027880539376,0.006223867725041774,0.015753133036815657,6.649422799422799,0.3166391809248952,0.5,0.45454545454545453,0.3333333333333333,13.502286470143614,0.0
O60907,6,0.2797883597883598,2,5.5,4274,1.1649508656995788,62,0.0,13,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,10,5.5,5.0,7,0.0002942711053784029,0.00020498091731437009,0.006796872946632699,1.25,0.20833333333333334,0.3333333333333333,0.2333333333333333,0.2,12.841666666666663,0.0
O75376,15,0.21545516652659516,2,5.5,4274,1.1649508656995788,114,0.0,34,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,10,4.466666666666667,3.0,8,0.001873795627166528,0.0037350987845475494,0.012049831025535102,4.376190476190476,0.2917460317460317,0.5,0.4,0.3333333333333333,19.862962962962964,0.0
Q13227,6,0.13015873015873014,2,5.5,4274,1.1649508656995788,59,0.0,13,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,10,5.166666666666667,5.0,8,0.0006776695931051777,0.000172953333697851,0.0066803073121863765,1.5,0.25,0.5,0.4,0.2,9.063888888888888,0.0
Q92828,2,0.0,1,6.0,4274,1.1649508656995788,46,0.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,6,10,8.0,8.0,4,4.03771401413121e-08,9.056979018879734e-05,0.005380368368661213,0.26666666666666666,0.13333333333333333,0.16666666666666666,0.06666666666666665,0.13333333333333333,8.688888888888888,0.0
Q9BZK7,5,0.2800207039337474,2,5.5,4274,1.1649508656995788,268,0.0,30,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,22,9.6,6.0,17,0.00024199846297330867,0.002360489515273849,0.008157737762311986,0.712121212121212,0.1424242424242424,0.2,0.15454545454545454,0.16666666666666666,12.243650793650794,0.0
O95295,5,0.02857142857142857,1,8.0,4274,1.1649508656995788,143,0.0,19,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,12,8.4,8.0,9,0.00036747596987141037,8.220261125004713e-07,0.006413974853009355,0.7575757575757576,0.15151515151515152,0.3333333333333333,0.25,0.125,4.157402597402597,0.0
P78537,5,0.04444444444444444,1,8.0,4274,1.1649508656995788,143,0.0,19,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,12,8.4,8.0,9,0.0003425495080648948,6.336910782229753e-07,0.006411170065036668,0.7575757575757576,0.15151515151515152,0.3333333333333333,0.25,0.125,3.857402597402597,0.0
Q6QNY0,3,0.0,1,8.0,4274,1.1649508656995788,121,0.0,14,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,12,10.333333333333334,11.0,4,9.343445000537194e-06,6.197687426410121e-07,0.005771544297066893,0.2992424242424242,0.09974747474747474,0.125,0.04166666666666667,0.09090909090909091,4.437229437229437,0.0
Q6QNY1,5,0.02857142857142857,1,8.0,4274,1.1649508656995788,143,0.0,19,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,12,8.4,8.0,9,0.00036747596987141037,8.220261125004713e-07,0.006413974853009355,0.7575757575757576,0.15151515151515152,0.3333333333333333,0.25,0.125,4.157402597402597,0.0
Q8TDH9,3,0.0,1,8.0,4274,1.1649508656995788,121,0.0,14,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,12,10.333333333333334,11.0,4,9.343445000537194e-06,6.197687426410121e-07,0.005771544297066893,0.2992424242424242,0.09974747474747474,0.125,0.04166666666666667,0.09090909090909091,4.437229437229437,0.0
Q96EV8,7,0.0,1,8.0,4274,1.1649508656995788,125,0.0,19,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,12,6.0,4.0,10,0.004937190305181595,5.711562808461706e-05,0.00701607073648093,1.8825757575757576,0.2689393939393939,0.5,0.4166666666666667,0.25,9.13951762523191,0.0
Q9NUP1,4,0.0,1,8.0,4274,1.1649508656995788,122,0.0,14,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,12,8.5,9.5,9,6.1012104862127375e-05,6.260209311347132e-07,0.006057855456059965,0.6325757575757576,0.1581439393939394,0.3333333333333333,0.25,0.10795454545454546,4.494480519480519,0.0
Q9UL45,5,0.016666666666666666,1,8.0,4274,1.1649508656995788,122,0.0,15,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,12,7.2,8.0,10,0.0002329981264087938,6.282124371314036e-07,0.006329241534361116,1.1325757575757576,0.2265151515151515,0.5,0.4166666666666667,0.125,5.028831168831168,0.0
O15143,1,0.0,0,0.0,4274,1.1649508656995788,15,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,7.0,7.0,0,0.0,3.067508085601464e-18,0.004883182564836848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.1666666666666667,0.0
O15144,1,0.0,0,0.0,4274,1.1649508656995788,15,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,7.0,7.0,0,0.0,3.067508085601464e-18,0.004883182564836848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.1666666666666667,0.0
O15145,1,0.0,0,0.0,4274,1.1649508656995788,15,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,7.0,7.0,0,0.0,3.067508085601464e-18,0.004883182564836848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.1666666666666667,0.0
O15511,1,0.0,0,0.0,4274,1.1649508656995788,15,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,7.0,7.0,0,0.0,3.067508085601464e-18,0.004883182564836848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.1666666666666667,0.0
P59998,1,0.0,0,0.0,4274,1.1649508656995788,15,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,7.0,7.0,0,0.0,3.067508085601464e-18,0.004883182564836848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.1666666666666667,0.0
P61158,2,0.0,0,0.0,4274,1.1649508656995788,15,0.0,7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,7,4.5,4.5,5,0.0011552986281375512,9.07154598343986e-16,0.0051465073196371065,0.6428571428571428,0.3214285714285714,0.5,0.35714285714285715,0.3214285714285714,1.5,0.0
P61160,1,0.0,0,0.0,4274,1.1649508656995788,15,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,7.0,7.0,0,0.0,3.067508085601464e-18,0.004883182564836848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.1666666666666667,0.0
P61289,2,0.0,0,0.0,4274,1.1649508656995788,91,0.0,14,1.0,1.0,1.0,1.0,0.0,7,7,7.0,7.0,0,1,15,8.0,8.0,14,0.00016514977376034127,1.188424925080849e-06,0.005355212100186993,1.0666666666666667,0.5333333333333333,1.0,0.9333333333333333,0.5333333333333333,5.5,0.0
Q06323,3,0.0,1,16.0,4274,1.1649508656995788,700,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,36,18.0,16.0,34,8.295649798290441e-05,2.5777419868518555e-06,0.006305073643786948,0.5902777777777778,0.19675925925925927,0.5,0.4722222222222222,0.0625,4.025396825396825,0.0
Q9UL46,3,0.0,1,16.0,4274,1.1649508656995788,700,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,36,18.0,16.0,34,8.295649798290441e-05,2.5777419868518555e-06,0.006305073643786948,0.5902777777777778,0.19675925925925927,0.5,0.4722222222222222,0.0625,4.025396825396825,0.0
O00231,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
O00232,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
O00233,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
O00487,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
O43242,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
O75832,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
P17980,5,0.1,3,16.666666666666668,4274,1.1649508656995788,998,0.0,44,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,36,17.8,20.0,33,0.0012386250687440408,1.1848888761949985e-05,0.007397213761437699,0.5815656565656566,0.11631313131313133,0.3333333333333333,0.3055555555555555,0.05,5.335639097744361,0.0
P35998,3,0.3333333333333333,3,16.666666666666668,4274,1.1649508656995788,976,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,26.0,22.0,16,4.50893065296989e-06,2.8136804201973913e-06,0.0067258010359341315,0.12323232323232323,0.04107744107744108,0.05,0.022222222222222227,0.045454545454545456,3.692898913951545,0.0
P43686,3,0.3333333333333333,3,16.666666666666668,4274,1.1649508656995788,976,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,26.0,22.0,16,4.50893065296989e-06,2.8136804201973913e-06,0.0067258010359341315,0.12323232323232323,0.04107744107744108,0.05,0.022222222222222227,0.045454545454545456,3.692898913951545,0.0
P48556,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
P51665,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
P55036,3,0.3333333333333333,3,16.666666666666668,4274,1.1649508656995788,976,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,26.0,22.0,16,4.50893065296989e-06,2.8136804201973913e-06,0.0067258010359341315,0.12323232323232323,0.04107744107744108,0.05,0.022222222222222227,0.045454545454545456,3.692898913951545,0.0
P62191,3,0.3333333333333333,3,16.666666666666668,4274,1.1649508656995788,976,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,26.0,22.0,16,4.50893065296989e-06,2.8136804201973913e-06,0.0067258010359341315,0.12323232323232323,0.04107744107744108,0.05,0.022222222222222227,0.045454545454545456,3.692898913951545,0.0
P62195,4,0.16666666666666666,3,16.666666666666668,4274,1.1649508656995788,977,0.0,37,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,36,20.25,21.0,33,0.0005823041573791021,2.8746983651842353e-06,0.007032262017457079,0.45656565656565656,0.11414141414141414,0.3333333333333333,0.3055555555555555,0.04772727272727273,6.362468671679198,0.0
P62333,3,0.3333333333333333,3,16.666666666666668,4274,1.1649508656995788,976,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,26.0,22.0,16,4.50893065296989e-06,2.8136804201973913e-06,0.0067258010359341315,0.12323232323232323,0.04107744107744108,0.05,0.022222222222222227,0.045454545454545456,3.692898913951545,0.0
Q13200,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
Q15008,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
Q16401,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
Q99460,2,0.0,1,20.0,4274,1.1649508656995788,766,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,28.0,28.0,16,2.2468856976483213e-06,1.528455485619688e-06,0.006043176429264995,0.07777777777777778,0.03888888888888889,0.05,0.022222222222222227,0.03888888888888889,3.175187969924812,0.0
Q9UNM6,3,0.3333333333333333,3,16.666666666666668,4274,1.1649508656995788,976,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,36,26.0,22.0,16,4.50893065296989e-06,2.8136804201973913e-06,0.0067258010359341315,0.12323232323232323,0.04107744107744108,0.05,0.022222222222222227,0.045454545454545456,3.692898913951545,0.0
O43747,5,0.0,1,8.0,4274,1.1649508656995788,51,0.0,13,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,9,5.0,3.0,7,0.0035357115831272283,3.3993834541372016e-08,0.006102622140615773,1.4027777777777777,0.28055555555555556,0.5,0.3888888888888889,0.3333333333333333,2.189285714285714,0.0
O75843,3,0.0,1,8.0,4274,1.1649508656995788,52,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,9,7.0,8.0,5,4.1278517390265824e-05,2.3974837861130855e-10,0.005572802600411428,0.4861111111111111,0.16203703703703703,0.25,0.1388888888888889,0.125,2.8273809523809526,0.0
P56377,2,0.0,1,8.0,4274,1.1649508656995788,49,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,9,8.5,8.5,1,4.46302490974871e-09,2.365728133774692e-10,0.00527712310581873,0.2361111111111111,0.11805555555555555,0.125,0.013888888888888895,0.11805555555555555,2.875,0.0
P61966,3,0.0,1,8.0,4274,1.1649508656995788,52,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,9,7.0,8.0,5,4.1278517390265824e-05,2.3974837861130855e-10,0.005572802600411428,0.4861111111111111,0.16203703703703703,0.25,0.1388888888888889,0.125,2.8273809523809526,0.0
Q10567,3,0.0,1,8.0,4274,1.1649508656995788,52,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,9,7.0,8.0,5,4.1278517390265824e-05,2.3974837861130855e-10,0.005572802600411428,0.4861111111111111,0.16203703703703703,0.25,0.1388888888888889,0.125,2.8273809523809526,0.0
Q96PC3,2,0.0,1,8.0,4274,1.1649508656995788,49,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,9,8.5,8.5,1,4.46302490974871e-09,2.365728133774692e-10,0.00527712310581873,0.2361111111111111,0.11805555555555555,0.125,0.013888888888888895,0.11805555555555555,2.875,0.0
Q9BXS5,3,0.0,1,8.0,4274,1.1649508656995788,52,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,9,7.0,8.0,5,4.1278517390265824e-05,2.3974837861130855e-10,0.005572802600411428,0.4861111111111111,0.16203703703703703,0.25,0.1388888888888889,0.125,2.8273809523809526,0.0
Q9Y6Q5,2,0.0,1,8.0,4274,1.1649508656995788,49,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,9,8.5,8.5,1,4.46302490974871e-09,2.365728133774692e-10,0.00527712310581873,0.2361111111111111,0.11805555555555555,0.125,0.013888888888888895,0.11805555555555555,2.875,0.0
O60264,14,0.11849616362700749,4,8.25,4274,1.1649508656995788,1280,0.0,95,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,37,10.5,7.5,35,0.0036996176496570886,0.0062028400321962685,0.015607409004234738,3.114465976965977,0.22246185549756975,0.5,0.47297297297297297,0.13392857142857142,14.82212000962001,0.0
O95239,2,0.2,0,0.0,4274,1.1649508656995788,21,0.0,10,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,7,6.0,6.0,2,0.00022788941145937436,0.0003704084730578665,0.005584475415737622,0.34285714285714286,0.17142857142857143,0.2,0.05714285714285716,0.17142857142857143,13.625,0.0
Q13547,84,0.377313454553184,85,6.7176470588235295,4274,1.1649508656995788,2514,9.656627474604601,185,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,28,7.476190476190476,6.0,26,0.030148833922992637,0.06012677702655132,0.08803214591517833,15.945323037815289,0.1898252742597059,0.5,0.4642857142857143,0.16666666666666666,21.766711987501555,3.0
Q96ST3,37,0.37598010137139387,29,8.206896551724139,4274,1.1649508656995788,1337,0.0,87,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,28,8.027027027027026,7.0,26,0.0039864915822133895,0.0429821119403552,0.05098391886071998,6.76141399450223,0.18274091877033055,0.5,0.4642857142857143,0.14285714285714285,33.54714078096431,0.0
Q9UBC3,3,0.29523809523809524,0,0.0,4274,1.1649508656995788,21,0.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,7,4.666666666666667,5.0,5,0.00010024518563625798,0.000598618622680895,0.00612038542408581,0.8428571428571427,0.2809523809523809,0.5,0.35714285714285715,0.2,20.694444444444443,0.0
P20339,4,0.2222222222222222,0,0.0,4274,1.1649508656995788,11,0.0,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,6,3.25,2.5,4,0.0013609264493587062,2.465280636764575e-08,0.00570792255747836,1.5,0.375,0.5,0.33333333333333337,0.41666666666666663,6.675,0.0
