database,task,model,split_index,rand_pr_auc_mean,rand_pr_auc_std,pair_pr_auc_mean,pair_pr_auc_std,hyper_pr_auc_mean,hyper_pr_auc_std,rand_f1_mean,rand_f1_std,pair_f1_mean,pair_f1_std,hyper_f1_mean,hyper_f1_std
corum,ess,RandomForest,2,0.1957084895715573,0.0094541516303145,0.5898110427139541,0.0132794798247047,0.6395395606313277,0.0063855911470861,0.0917394830704191,0.1118362472673746,0.5186901790841126,0.0074988032693323,0.5415527136518477,0.0035864466982524
corum,ess,RandomForest,3,0.1982624733857667,0.0097743732005016,0.3617947797554165,0.0106405863249961,0.3903676001886574,0.0079904328124205,0.162069505473638,0.1063078924679374,0.4310135768146471,0.0056143359371552,0.4445307517029186,0.0030090525874565
corum,ess,RandomForest,4,0.1616072501922824,0.0128221913181291,0.4796616173940974,0.0098784528206961,0.5132742309704323,0.0063383908903264,0.0930702575311701,0.0912218738129568,0.4835811574981786,0.0083949428373049,0.5110642002616818,0.0040649397540227
corum,ess,RandomForest,5,0.1398481511315457,0.0159207831820495,0.3185541979583859,0.0060491710777478,0.3840926717426505,0.0055750737630797,0.0900648380856828,0.0877849335877366,0.3967782414768069,0.0108437884235115,0.436536413745311,0.0044423983853874
corum,ess,RandomForest,6,0.1953171469076478,0.0143373050818063,0.4023377811491655,0.0064117628273893,0.4317749674037719,0.0047425110348731,0.1352306661954203,0.1002748737336921,0.4230844557832134,0.0063602141476274,0.4602569928706293,0.003526605943951
corum,ess,RandomForest,7,0.1900800266786277,0.0110501036006126,0.5911238432237501,0.00769051919526,0.6317272664704544,0.0077221628160888,0.1401950238155881,0.1059466934236656,0.5041586815922343,0.005338172050943,0.5339024485209192,0.0060685130858549
corum,ess,RandomForest,8,0.2005444690218158,0.0128677169950797,0.46441318236319,0.012301353709609,0.5108777642293353,0.0039074651620135,0.102908132127425,0.088110505090622,0.4627970307910451,0.0051404298763156,0.4851694483224437,0.0037366448873099
corum,ess,RandomForest,9,0.2625756058581286,0.018185707614371,0.6013056766931296,0.0074002319755372,0.6390134407000106,0.0087417453473913,0.1443544761052076,0.0980318036821824,0.5535166734421794,0.0068175992250272,0.5858875186204994,0.0031717346137301
corum,ess,RandomForest,10,0.1819534025130959,0.0087840035540434,0.5029604252682311,0.01234584004479,0.5285943834400206,0.0090732402446588,0.0732446393953775,0.0712585540113925,0.4734953479611638,0.004440276541126,0.5062642746077752,0.0049111638780226
corum,ess,RandomForest,11,0.253025784262093,0.0133353324653221,0.5895992581548386,0.0062968915312051,0.6055953412709225,0.002730536397417,0.1017820021701523,0.1066374671678255,0.5341330794000108,0.0060302758428977,0.5520021089290046,0.002963233212223
corum,ess,RandomForest,12,0.1587490394713893,0.0162111960364564,0.389075064163967,0.0110400695709356,0.4573180446941916,0.0066272478245968,0.1606490103949677,0.070278366853716,0.4180123022105985,0.0045022303644181,0.448057765911609,0.0054064192600874
corum,ess,RandomForest,13,0.1623125878721479,0.0086564962325202,0.4334985631544473,0.0125790876285619,0.4682857718754095,0.0082700121215914,0.1088518323001908,0.056534213327234,0.4644989764827584,0.005155448402391,0.4834313385758813,0.0036088633791476
corum,ess,RandomForest,14,0.1511859009246564,0.0090646503961166,0.4070057973333952,0.0099882321989915,0.4698054087040731,0.0065842478296724,0.0896347756792947,0.0736332330704956,0.4458914448018942,0.0121365469625718,0.4852053016630055,0.0040304895825647
corum,ess,RandomForest,15,0.1645925368452351,0.0103797214763722,0.4018109874084007,0.0092565346645006,0.465861488248555,0.0043095555745957,0.1085603573167708,0.0845436726566013,0.4264713021982277,0.00609161581857,0.4535778796706656,0.004779629853339
corum,chembl,RandomForest,1,0.1306397583146271,0.011486478131988463,0.4618963877317276,0.025438625235506822,0.4929501502919993,0.008248425737429968,0.0841375676505415,0.05986316388063304,0.4272916279059199,0.05207018685512384,0.4650027463247726,0.018802019611788356
corum,chembl,RandomForest,2,0.12098955377103848,0.009932091392901394,0.4047752040063064,0.014363864567453822,0.5004397490258137,0.00840765047857791,0.055113663637969226,0.07771549075997751,0.37089049664979423,0.004649325342211359,0.4466419363200468,0.006524465304191095
corum,chembl,RandomForest,3,0.13980810082879197,0.008908845127753319,0.37122573011358695,0.014758536348190231,0.48068511701454664,0.00950082664666274,0.049078001211509056,0.07078228707087528,0.3512081257899358,0.02371434505594156,0.4314997397878205,0.005715229919575936
corum,chembl,RandomForest,4,0.1526055830603157,0.012721730433660466,0.41393138794494944,0.009615825667402603,0.48303878377138093,0.009515933212413976,0.05183955780897057,0.06873893322990111,0.4338599060327808,0.007722516998695029,0.47715981511102373,0.0037094050498047244
corum,chembl,RandomForest,5,0.12493069129681075,0.009369511746428446,0.3422074931796636,0.01668113406888289,0.4845953917556728,0.008495666166433135,0.05643810659561218,0.061243082862470676,0.3774162940850673,0.020122003388043,0.39904741126160187,0.0036413883078295706
corum,chembl,RandomForest,6,0.13710885186243454,0.014889550790848525,0.353998320698799,0.01207764538007278,0.4218423726937618,0.010450280596581594,0.11474979502444252,0.0756523430780501,0.33831854437697145,0.023108901611250253,0.3928587899125513,0.002465687836897888
corum,chembl,RandomForest,7,0.0967205670290808,0.011307875396571312,0.36992016350886053,0.01814449423419935,0.46926968933298274,0.013457358713708132,0.06198227777002947,0.06173358954449735,0.3480252994310793,0.020377449389289367,0.36495120982297624,0.017956668402072138
corum,chembl,RandomForest,8,0.13798517362259183,0.008438750676926727,0.4331827912723039,0.019178067493370022,0.43506830431282967,0.014459423118272132,0.09125963409721431,0.07802854102944748,0.3890472364235251,0.016840105136967074,0.4365305058174293,0.03230693824737068
corum,chembl,RandomForest,9,0.08633145926019689,0.013463605664649237,0.3601220752937849,0.018607673137486725,0.4474015103868821,0.016607309038638548,0.08240379145592838,0.047569027696396794,0.32333279927955666,0.007572573469501245,0.40668243217713096,0.008872488978760642
corum,chembl,RandomForest,10,0.1360415616770984,0.011357632178601288,0.4318093949357821,0.0069546611844602535,0.5078694455847781,0.016067415347527744,0.08680824379837752,0.09087855313944337,0.40360953367230357,0.012878403485372154,0.46858625924815084,0.006249640185493268
corum,chembl,RandomForest,11,0.07280959558684448,0.007884466540063034,0.34463358209457484,0.03230664363901678,0.4258719506900402,0.019246009888084527,0.08092666256044759,0.04651486064925444,0.3072882985995385,0.04229385841896982,0.3495493713140103,0.008944202145900389
corum,chembl,RandomForest,12,0.1359121791542939,0.009657630321291773,0.4135094517140173,0.021659204658474804,0.5385767464771235,0.017229642395719374,0.08709493097609393,0.05997083701947669,0.40000562573737514,0.03639973974198611,0.48625164465437176,0.005147415198663615
corum,chembl,RandomForest,13,0.1415055212995583,0.013491890445859505,0.4655111027778549,0.02235628467673021,0.5847147455602909,0.01934823273396383,0.06540057334521424,0.07784521990970447,0.4262382818843399,0.027415739576296616,0.45550998058738096,0.008130154180547754
corum,chembl,RandomForest,14,0.13077144035321753,0.011904050894265139,0.4313935490151232,0.015717827565138422,0.5559627887739322,0.008524534825921075,0.09422156352005136,0.06895611969363598,0.3998382861698975,0.020388158023878025,0.459700725176525,0.005208707327624519
corum,chembl,RandomForest,15,0.12044790504503569,0.009587684833448176,0.37705936744885366,0.019142468722006627,0.48108704513555,0.01048527596128166,0.047753206011970174,0.04767202304587833,0.3248979293798936,0.03568463813160276,0.4180411344425804,0.004215990088395244
