split_index,seed_accepted,attempts,accepted,validation_ok,validation_problems,train_n,train_pct,test_n,test_pct,test_size_deviation_pp,size_warning,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_unknown,test_unknown,train_pos_rate_pct,test_pos_rate_pct,test_deviation_pp,warning,leakage_violations,large_test_n,medium_test_n,small_test_n,singleton_test_n,large_test_pct,medium_test_pct,small_test_pct,singleton_test_pct,large_test_rate_pct,medium_test_rate_pct,small_test_rate_pct,singleton_test_rate_pct
19,4060,5,True,True,,2741,80.76,653,19.24,0.76,False,223,49,2513,603,0,0,8.15,7.52,0.51,False,0,208,190,144,110,21.4,17.7,18.2,20.0,4.3,11.6,6.2,8.2
20,61,1,True,True,,2642,77.84,752,22.16,2.16,False,222,50,2415,701,0,0,8.42,6.66,1.37,False,0,255,224,162,110,26.3,20.8,20.4,20.0,0.8,11.2,7.4,10.0
21,1062,2,True,True,,2780,81.91,614,18.09,1.91,False,225,47,2550,566,0,0,8.11,7.67,0.36,False,0,137,208,158,110,14.1,19.3,19.9,20.0,8.0,7.7,6.3,9.1
22,63,1,True,True,,2706,79.73,688,20.27,0.27,False,224,48,2477,639,0,0,8.29,6.99,1.04,False,0,191,235,151,110,19.7,21.9,19.0,20.0,4.7,6.0,10.6,8.2
23,1064,2,True,True,,2814,82.91,580,17.09,2.91,False,227,45,2582,534,0,0,8.08,7.77,0.26,False,0,101,209,159,110,10.4,19.4,20.1,20.0,2.0,11.5,6.3,8.2
24,65,1,True,True,,2810,82.79,584,17.21,2.79,False,233,39,2572,544,0,0,8.31,6.69,1.34,False,0,103,221,149,110,10.6,20.6,18.8,20.0,1.9,11.3,2.7,7.3
25,3066,4,True,True,,2657,78.29,737,21.71,1.71,False,205,67,2447,669,0,0,7.73,9.1,1.07,False,0,226,244,156,110,23.3,22.7,19.7,20.0,9.3,7.8,9.0,11.8
26,5067,6,True,True,,2783,82.0,611,18.0,2.0,False,225,47,2553,563,0,0,8.1,7.7,0.33,False,0,135,213,152,110,13.9,19.8,19.2,20.0,5.9,7.5,7.9,10.0
27,4068,5,True,True,,2785,82.06,609,17.94,2.06,False,227,45,2553,563,0,0,8.17,7.4,0.63,False,0,150,195,153,110,15.5,18.1,19.3,20.0,14.0,3.1,4.6,10.0
28,69,1,True,True,,2786,82.09,608,17.91,2.09,False,224,48,2557,559,0,0,8.05,7.91,0.12,False,0,132,198,167,110,13.6,18.4,21.1,20.0,2.3,10.6,7.8,10.0
29,70,1,True,True,,2657,78.29,737,21.71,1.71,False,217,55,2435,681,0,0,8.18,7.47,0.56,False,0,242,223,161,110,24.9,20.7,20.3,20.0,12.8,4.9,2.5,8.2
30,4071,5,True,True,,2642,77.84,752,22.16,2.16,False,208,64,2429,687,0,0,7.89,8.52,0.49,False,0,243,237,161,110,25.1,22.0,20.3,20.0,13.2,6.3,5.0,8.2
31,1072,2,True,True,,2753,81.11,641,18.89,1.11,False,229,43,2519,597,0,0,8.33,6.72,1.31,False,0,158,205,167,110,16.3,19.1,21.1,20.0,0.6,6.3,11.4,9.1
32,2073,3,True,True,,2697,79.46,697,20.54,0.54,False,223,49,2469,647,0,0,8.28,7.04,0.99,False,0,206,226,154,110,21.2,21.0,19.4,20.0,5.3,9.3,6.5,6.4
33,1074,2,True,True,,2747,80.94,647,19.06,0.94,False,222,50,2520,596,0,0,8.1,7.74,0.29,False,0,135,242,159,110,13.9,22.5,20.1,20.0,11.1,7.4,1.9,12.7
34,75,1,True,True,,2758,81.26,636,18.74,1.26,False,229,43,2524,592,0,0,8.32,6.77,1.26,False,0,140,226,159,110,14.4,21.0,20.1,20.0,19.3,3.1,3.1,3.6
35,3076,4,True,True,,2780,81.91,614,18.09,1.91,False,215,57,2560,556,0,0,7.75,9.3,1.27,False,0,147,207,149,110,15.2,19.3,18.8,20.0,15.0,7.7,6.0,9.1
36,77,1,True,True,,2742,80.79,652,19.21,0.79,False,227,45,2510,606,0,0,8.29,6.91,1.12,False,0,138,245,158,110,14.2,22.8,19.9,20.0,0.7,8.6,10.1,6.4
37,1078,2,True,True,,2798,82.44,596,17.56,2.44,False,232,40,2561,555,0,0,8.31,6.72,1.31,False,0,130,202,153,110,13.4,18.8,19.3,20.0,6.2,9.9,3.3,6.4
38,79,1,True,True,,2755,81.17,639,18.83,1.17,False,214,58,2536,580,0,0,7.78,9.09,1.06,False,0,166,207,155,110,17.1,19.3,19.5,20.0,17.5,3.4,9.0,7.3
39,80,1,True,True,,2761,81.35,633,18.65,1.35,False,214,58,2542,574,0,0,7.76,9.18,1.15,False,0,152,218,152,110,15.7,20.3,19.2,20.0,4.6,15.6,5.3,8.2
40,1081,2,True,True,,2687,79.17,707,20.83,0.83,False,225,47,2457,659,0,0,8.39,6.66,1.37,False,0,210,240,146,110,21.6,22.3,18.4,20.0,2.4,9.6,4.8,10.9
41,4082,5,True,True,,2764,81.44,630,18.56,1.44,False,226,46,2533,583,0,0,8.19,7.31,0.72,False,0,149,213,157,110,15.4,19.8,19.8,20.0,8.1,7.0,5.1,10.0
42,83,1,True,True,,2745,80.88,649,19.12,0.88,False,215,57,2525,591,0,0,7.85,8.8,0.77,False,0,165,222,151,110,17.0,20.7,19.0,20.0,6.1,11.3,6.6,10.9
43,84,1,True,True,,2681,78.99,713,21.01,1.01,False,211,61,2465,651,0,0,7.88,8.57,0.54,False,0,220,230,152,110,22.7,21.4,19.2,20.0,18.2,1.7,3.9,10.0
44,1085,2,True,True,,2765,81.47,629,18.53,1.47,False,226,46,2534,582,0,0,8.19,7.32,0.71,False,0,142,222,154,110,14.6,20.7,19.4,20.0,7.7,7.7,8.4,4.5
45,86,1,True,True,,2806,82.68,588,17.32,2.68,False,233,39,2568,548,0,0,8.32,6.64,1.39,False,0,124,191,162,110,12.8,17.8,20.4,20.0,8.9,1.0,8.0,11.8
46,87,1,True,True,,2758,81.26,636,18.74,1.26,False,222,50,2531,585,0,0,8.06,7.87,0.16,False,0,164,198,163,110,16.9,18.4,20.6,20.0,9.8,9.6,4.9,6.4
47,1088,2,True,True,,2822,83.15,572,16.85,3.15,False,222,50,2595,521,0,0,7.88,8.76,0.73,False,0,135,176,150,110,13.9,16.4,18.9,20.0,17.0,2.8,6.7,10.9
48,1089,2,True,True,,2784,82.03,610,17.97,2.03,False,220,52,2559,557,0,0,7.92,8.54,0.51,False,0,129,213,157,110,13.3,19.8,19.8,20.0,0.0,13.6,8.9,8.2
49,1090,2,True,True,,2798,82.44,596,17.56,2.44,False,226,46,2567,549,0,0,8.09,7.73,0.3,False,0,127,210,148,110,13.1,19.5,18.7,20.0,7.1,7.6,7.4,9.1
50,1091,2,True,True,,2785,82.06,609,17.94,2.06,False,217,55,2563,553,0,0,7.81,9.05,1.02,False,0,134,200,164,110,13.8,18.6,20.7,20.0,10.4,10.5,7.3,7.3
